word,original,pos,accent,note,source
ゆめゆめ,努々,副,LHLL,東京式による同化。,近畿日本語アクセント辞典
ゆり,百合,名,HH,,近畿日本語アクセント辞典
ゆるす,許す,五段,HHH,,近畿日本語アクセント辞典
ゆるむ,緩む,五段,HHH,,近畿日本語アクセント辞典
ゆるめる,緩める,下一段,HHHH,,近畿日本語アクセント辞典
よ,,終助,L,,近畿日本語アクセント辞典
よあけ,夜明け,名,LLH,,近畿日本語アクセント辞典
よい,宵,名,HH,,近畿日本語アクセント辞典
よう,能う,副詞,HH,,近畿日本語アクセント辞典
よういする,用意する,"Irregular verb, Noun",LHL LL,,Wikibooks
よういわんわ,能う言わんわ,感,HHHHHL,「よいわんわHHHHL」と五拍で発音されるのが普通,近畿日本語アクセント辞典
ようおこし,良うお越し,挨拶,HLLLH,,近畿日本語アクセント辞典
ようか,八日,Noun,HHH,,Wikibooks
ようこそのおはこびで,良うこその御運びで,挨拶,HHHHHLLLLH,正則から大きく外れる。古形の残存か？,近畿日本語アクセント辞典
ようしょく,洋食,Noun,HHHH,,Wikibooks
ようた,酔ふた,五段PP,LLH,,近畿日本語アクセント辞典
ようふく,洋服,Noun,HHHH,,Wikibooks
よぎ,夜着,名,HL,またはLH↘,近畿日本語アクセント辞典
よく,良く,形(用),HL,派生形(よう)も同様,近畿日本語アクセント辞典
よくぼう,欲望,Noun,HHHH,,Wikibooks
よげ,良げ・好げ,名,HL,,近畿日本語アクセント辞典
よこ,横,Noun,HH,,Wikibooks
よこたえる,横たへる,下一段,HHHHH,,近畿日本語アクセント辞典
よこたわる,横たはる,五段,HHHHH,,近畿日本語アクセント辞典
よごす,汚す,五段,HHH,,近畿日本語アクセント辞典
よごれる,汚れる,下一段,HHHH,,近畿日本語アクセント辞典
よさ,良さ・善さ・佳さ,名,HL,古くはHH,近畿日本語アクセント辞典
よし,由,名,LH,,近畿日本語アクセント辞典
よす,寄す,五段,HH,,近畿日本語アクセント辞典
よそ,余所,名,HL,,近畿日本語アクセント辞典
よそおい,装ひ,動名詞,HHHH,,近畿日本語アクセント辞典
よそおう,装ふ,五段,HHHH,,近畿日本語アクセント辞典
よたり,四人,数,HLL,,近畿日本語アクセント辞典
よっか,四日,Noun,HHH,,Wikibooks
よっつ,四つ,数,HHL,,近畿日本語アクセント辞典
よっぱらう,酔っ払ふ,五段,LLLLH,,近畿日本語アクセント辞典
よっぱろうた,酔っ払ふた,五段PP,LLLHLL,,近畿日本語アクセント辞典
よつ,四つ,数詞,HL,,近畿日本語アクセント辞典
よつあし,四足,名,LLLH,,近畿日本語アクセント辞典
よとぎ,夜伽,名,LHL,,近畿日本語アクセント辞典
よど,淀,名,LH↘,,近畿日本語アクセント辞典
よどがわ,淀川,地名,HHHH,,近畿日本語アクセント辞典
よどやばし,淀屋橋,地名,HHHLL,若い世代ではLLHLLとも,近畿日本語アクセント辞典
よばれる,呼ばれる,下一段,HHHH,,近畿日本語アクセント辞典
よぶ,呼ぶ,五段,HH,,近畿日本語アクセント辞典
よむ,読む・詠む,五段,LH,,近畿日本語アクセント辞典
よめ,嫁,名,HH,,近畿日本語アクセント辞典
よも,四方,名,HL,,近畿日本語アクセント辞典
よやくする,予約する,"Irregular verb, Noun",LLL HH,,Wikibooks
よよ,世々,名,HL,またはLH↘,近畿日本語アクセント辞典
より,,格助,HL,,近畿日本語アクセント辞典
よる,寄る・因る,五段,HH,,近畿日本語アクセント辞典
よろい,鎧,名,HHH,,近畿日本語アクセント辞典
よろしい,宜しい,形,HHLL,,近畿日本語アクセント辞典
よわ,夜半,名,LH,,近畿日本語アクセント辞典
よわい,齢,名,HHH,,近畿日本語アクセント辞典
よわまる,弱まる,五段,HHHH,,近畿日本語アクセント辞典
よわめる,弱める,下一段,HHHH,,近畿日本語アクセント辞典
よわる,弱る,五段,HHH,,近畿日本語アクセント辞典
よんコ,四個,数,HLL,,近畿日本語アクセント辞典
よニン,四人,数,HHL,,近畿日本語アクセント辞典
ら,等,接尾語,L,,甲種日本語アクセント辞典（OCR）
らいげつ,来月,Noun,LHLL,,Wikibooks
らいしゅう,来週,Noun,LHLL,,Wikibooks
らいだー,rider,名,HLLL,,甲種日本語アクセント辞典（OCR）
らいちょう,雷鳥,名,HLLL,,甲種日本語アクセント辞典（OCR）
らいと,right,名,HLL,,甲種日本語アクセント辞典（OCR）
らいねん,来年,Noun,LLLH,,Wikibooks
らく,楽,"Noun, Adjective, な-adjective",HL,,Wikibooks
らくがき,落書き,名,HHHH,,甲種日本語アクセント辞典（OCR）
らくご,落語,名,LLH,,甲種日本語アクセント辞典（OCR）
らくごか,落語家,名,LLLH,,甲種日本語アクセント辞典（OCR）
らしい,,補助形,HLL,,近畿日本語アクセント辞典
らしゃ,羅紗,名,HL,,甲種日本語アクセント辞典（OCR）
らじお,radio,名,LHL/HLL,昨今では山型化したLHLが主流。,甲種日本語アクセント辞典（OCR）
らち,埒,名,HL,,近畿日本語アクセント辞典
らっぱ,喇叭,名,LLH,,甲種日本語アクセント辞典（OCR）
られる,,助動,HHH/LLH,HのあとではHH、LのあとではLH,甲種日本語アクセント辞典（OCR）
らん,乱,名,HL,,甲種日本語アクセント辞典（OCR）
りこんする,離婚する,"Irregular verb, Noun",LLL HH,,Wikibooks
りっぱ,立派,"Adjective, な-adjective",LLH,,Wikibooks
りゅうがくする,留学する,"Irregular verb, Noun",HHHH HH,,Wikibooks
りゅうがくせい,留学生,Noun,HHHLLL,,Wikibooks
りゆう,理由,Noun,HHH,,Wikibooks
りょうしん,両親,Noun,HLLL,,Wikibooks
りょうせいるい,両生類,Noun,HHHLLL,,Wikibooks
りょうり,料理,"Noun, Suru verb",HLL,,Wikibooks
りょこう,旅行,"Noun, Verb, Suru verb",LLH,,Wikibooks
りれきしょ,履歴書,Noun,LLLH,,Wikibooks
りんね,輪廻,Noun,HLL,,Wikibooks
れい,零,Noun,HL,,Wikibooks
れいぞうこ,冷蔵庫,Noun,HHHLL,,Wikibooks
れいとうする,冷凍する,"Irregular verb, Noun",HHHH HH,,Wikibooks
れんしゅう,練習,"Noun, Verb, Suru verb",HHHH,,Wikibooks
れんらくする,連絡する,"Irregular verb, Noun",HHHH HH,,Wikibooks
ろ,,終助,L,,近畿日本語アクセント辞典
ろうか,廊下,Noun,HLL,,Wikibooks
ろく,六,"Noun, Numeral",HL,,Wikibooks
わ,,終助,L,,近畿日本語アクセント辞典
わかい,若い,形,HLL,,近畿日本語アクセント辞典
わかす,沸かす,"Verb, 1-verb, Transitive verb",HHH,,Wikibooks
わかつ,別つ,五段,LLH,,近畿日本語アクセント辞典
わかめ,若布,名,LHL,,近畿日本語アクセント辞典
わかもの,若者,名,LLLH,,近畿日本語アクセント辞典
わかりみ,解りみ,名(俗),HHHH,,近畿日本語アクセント辞典
わかる,分かる,五段,HHH,,近畿日本語アクセント辞典
わかれる,分かれる,下一段,HHHH,,近畿日本語アクセント辞典
わが,我が・吾が,連体,LH,,近畿日本語アクセント辞典
わがはい,吾輩,代,LLLH,,近畿日本語アクセント辞典
わき,脇,名,HL,,近畿日本語アクセント辞典
わく,湧く,五段,HH,,近畿日本語アクセント辞典
わけ,訳,名,LH,,近畿日本語アクセント辞典
わける,分ける,下一段,LLH,,近畿日本語アクセント辞典
わこ,和子・若子,名,HL,,近畿日本語アクセント辞典
わこうど,若人,名,HHLL/LHLL,HHLLは強勢形,近畿日本語アクセント辞典
わさび,山葵,名,HLL,元来は東京式と同じHLLだが、近年は山型化したLHLが主流,近畿日本語アクセント辞典
わざ,技,名,HL,,近畿日本語アクセント辞典
わし,鷲,名,HL,,近畿日本語アクセント辞典
わしょく,和食,Noun,LLH,,Wikibooks
わすれる,忘れる,"Verb, 2-verb, Transitive verb",HHHH,,Wikibooks
わずか,僅か,形動・副,LHL,,近畿日本語アクセント辞典
わせ,早稲,名,LH,,近畿日本語アクセント辞典
わた,綿,名,HL,,近畿日本語アクセント辞典
わたくし,私,代,LLLH,派生形（あたくし）も同様,近畿日本語アクセント辞典
わたし,私,代,LLH,派生形（わたい・あたし・あたい）も同様,近畿日本語アクセント辞典
わたしたち,私達,Pronoun,LLHLL,,Wikibooks
わたす,渡す,五段,HHH,,近畿日本語アクセント辞典
わたる,渡る,五段,HHH,,近畿日本語アクセント辞典
わて,,代,LH,,近畿日本語アクセント辞典
わな,罠,名,HL,京都などではLHとも。,近畿日本語アクセント辞典
わに,鰐,名,HL,,近畿日本語アクセント辞典
わふく,和服,Noun,LLH,,Wikibooks
わや,,名,HL,,近畿日本語アクセント辞典
わら,藁,名,LH,大阪などではHLとも。,近畿日本語アクセント辞典
わらいごえ,笑ひ声,名,HHHHL,,近畿日本語アクセント辞典
わらう,笑ふ,五段,HHH,,近畿日本語アクセント辞典
わらかす,笑かす,五段,HHHH,,近畿日本語アクセント辞典
わらじ,草鞋,名,LLH,,近畿日本語アクセント辞典
わり,割,名,HH,,近畿日本語アクセント辞典
わりあい,割合,名,HHHH,,近畿日本語アクセント辞典
わりと,割と,副,LLH/HHH,HHHは強勢形,近畿日本語アクセント辞典
わる,割る,五段,HH,,近畿日本語アクセント辞典
わる,悪,名(俗),LH＼,,甲種日本語アクセント辞典（OCR）
わるい,悪い,形,HLL,,近畿日本語アクセント辞典
わる・わらん,割る,五段,HH・HHH,,甲種日本語アクセント辞典
われ,割れ,動名詞,HH,,近畿日本語アクセント辞典
われ,我,代・間助(俗),LH,土佐ではHH？ 河内地方・和泉地方で、俗に間投詞として用いられることがある。「今日はなあ我、教授が実習する言いはったよってなあ我、第二実験室に行かなあかんど我」。,甲種日本語アクセント辞典（OCR）
われら,我等,Pronoun,"LHL, HLL",,Wikibooks
われる,割れる,下一段,HHH,,近畿日本語アクセント辞典
われる・われん,割れる,下一段,HHH,,甲種日本語アクセント辞典
われわれ,我々,代,LLLH/LHLL,LHLLは強調形,近畿日本語アクセント辞典
を,,格助,H,,近畿日本語アクセント辞典
を,,,格助,H,甲種日本語アクセント辞典（OCR）
んか,,連語(俗),LH,"「くれんかHLLH」の略であるため、直前の「て」を遅上がりさせる。
 例：「食べてLLH」+「んかLH」→「食べてんかLLLLH」",近畿日本語アクセント辞典
んか,,,連語(俗),LH,甲種日本語アクセント辞典（OCR）
アイ,愛,名スル,LH/HL,"名詞として用いる際は、東京式と同じくHLと発音される場合が多い。京都方言・土佐方言などでは常にLH。
 サ変動詞としては正則どおりLLLHと発音（詳細は「する」を参照）",近畿日本語アクセント辞典
アイくるしい,愛苦しい,形,HHHHLL,,近畿日本語アクセント辞典
アイする,愛する,サ変,LLLH,,近畿日本語アクセント辞典
アイらしい,愛らしい,形,HHHLL,,近畿日本語アクセント辞典
アイコク,愛国,名,HHHH,,近畿日本語アクセント辞典
アイコクシャ,愛国者,名,HHHHL,,近畿日本語アクセント辞典
アイソウ,愛想,名スル,HLL,,近畿日本語アクセント辞典
アイボウ,相棒,名,HHHH,,近畿日本語アクセント辞典
アク,悪,名,HL,,近畿日本語アクセント辞典
アクマ,悪魔,名,HLL,,近畿日本語アクセント辞典
アシュラ,阿修羅,名,HLL,,近畿日本語アクセント辞典
アジア,Asia,地名,HLL,山型化あり。,近畿日本語アクセント辞典
アッサク,圧搾,名スル,HHHH,,近畿日本語アクセント辞典
アッポちん,,名,LLLLH/LLLHL,LLLHLは強勢形,近畿日本語アクセント辞典
アホ,阿呆,形動・名(俗),LH↘,アクセント解説の領分を越えるが、「ホ」の音程は他の単語よりも高いのが一般的。,近畿日本語アクセント辞典
アホくさい,阿呆臭い,形,LLHLL,,近畿日本語アクセント辞典
アホたれ,阿呆垂れ,名,LLHL,,近畿日本語アクセント辞典
アホウ,阿呆,名・感,LHL,アクセント解説の領分を越えるが、「ホ」の音程は他の単語よりも高いのが一般的。,近畿日本語アクセント辞典
アホンだら,阿呆んだら,名(俗),LLLHL,,近畿日本語アクセント辞典
アン,案,名,HL,,近畿日本語アクセント辞典
アンこ,餡子,名,LLH,,近畿日本語アクセント辞典
アンころ,餡転,名,HHHH,,近畿日本語アクセント辞典
アンのジョウ,案の定,副,LLLHL/LLHLL,LLHLLは強勢形,近畿日本語アクセント辞典
アンク,暗黒,名,HHHH,,甲種日本語アクセント辞典
アング,暗愚,形動ヤ,HLL,,近畿日本語アクセント辞典
アンコ,餡子,名,LLH,,甲種日本語アクセント辞典
アンコク,暗黒,名,HHHH,,近畿日本語アクセント辞典
アンポンたん,,名,HHHLLL,,近畿日本語アクセント辞典
イ,位,名,H,伸ばせず,近畿日本語アクセント辞典
イカ,以下,名,HL,,近畿日本語アクセント辞典
イカク,威嚇,名スル,LLH,,近畿日本語アクセント辞典
イカダイ,医科大,名,LLLH,,近畿日本語アクセント辞典
イカダイガク,医科大学,名,LLHLLL,,近畿日本語アクセント辞典
イカン,遺憾,形動・名,LLH,,近畿日本語アクセント辞典
イガイ,意外,形動ヤ,LLH,,近畿日本語アクセント辞典
イガイと,意外と,副(俗),LLLH/LLHL,LLHLは強勢形,近畿日本語アクセント辞典
イキ,粋,形動ヤ,LH,,近畿日本語アクセント辞典
イギ,意義,名,HL,,近畿日本語アクセント辞典
イゴ,囲碁,名,HL,,近畿日本語アクセント辞典
イシ,医師,名,HL,,近畿日本語アクセント辞典
イシュ,意趣,名,HL,,近畿日本語アクセント辞典
イシン,維新,名,HLL,,近畿日本語アクセント辞典
イジ,維持,名スル,HL,,近畿日本語アクセント辞典
イジきたない,意地汚い,形,HHHHLL,,近畿日本語アクセント辞典
イジョウ,以上,名,HLL,,近畿日本語アクセント辞典
イス,椅子,名,HH,,近畿日本語アクセント辞典
イゼン,以前,名・副,HLL,,近畿日本語アクセント辞典
イダイ,医大,名,LLH,,近畿日本語アクセント辞典
イチ,一,数,HL,,近畿日本語アクセント辞典
イチイ,一位,数,LHL,,近畿日本語アクセント辞典
イチニチジュウ,一日中,副・名,HHHHHH,,近畿日本語アクセント辞典
イッコ,一個,数,HLL,,近畿日本語アクセント辞典
イッコも,一個も,副・連語,LLHL,,近畿日本語アクセント辞典
イト,意図,名スル,HL,,近畿日本語アクセント辞典
